Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,1.94711,1.9567,1.8607799999999999,1.8799599999999999,1.8799599999999999,954163
2016-10-05,1.8799599999999999,1.88956,1.8224099999999999,1.83201,1.83201,749401
2016-10-06,1.8416,1.89915,1.8224099999999999,1.8799599999999999,1.8799599999999999,566638
2016-10-07,1.88956,1.88956,1.83201,1.8416,1.8416,566430
2016-10-10,1.8607799999999999,1.87037,1.83201,1.8511900000000001,1.8511900000000001,257099
2016-10-11,1.8607799999999999,1.8799599999999999,1.83201,1.8511900000000001,1.8511900000000001,179114
2016-10-13,1.8511900000000001,1.88956,1.83201,1.8511900000000001,1.8511900000000001,270548
2016-10-14,1.8511900000000001,1.9567,1.8511900000000001,1.9183299999999999,1.9183299999999999,1499220
2016-10-17,1.9567,2.00466,1.90874,1.90874,1.90874,1007230
2016-10-18,1.92792,1.94711,1.8607799999999999,1.88956,1.88956,965840
2016-10-19,1.89915,1.98547,1.89915,1.9375099999999998,1.9375099999999998,1726292
2016-10-20,1.9375099999999998,2.0813900000000003,1.9183299999999999,2.0813900000000003,2.0813900000000003,1662487
2016-10-21,2.1005700000000003,2.17731,2.05261,2.11976,2.11976,2036771
2016-10-24,2.14853,2.16771,2.00466,2.0430200000000003,2.0430200000000003,1173833
2016-10-25,2.06221,2.0718,1.94711,1.9758799999999999,1.9758799999999999,1071140
2016-10-26,1.98547,1.98547,1.9183299999999999,1.9375099999999998,1.9375099999999998,631903
2016-10-27,1.94711,1.9950599999999998,1.89915,1.9183299999999999,1.9183299999999999,639619
2016-10-28,1.9183299999999999,1.96629,1.9183299999999999,1.9567,1.9567,374388
2016-10-31,1.96629,1.9758799999999999,1.87037,1.94711,1.94711,733242
2016-11-01,1.90874,1.9183299999999999,1.77446,1.8032299999999999,1.8032299999999999,2223495
2016-11-03,1.8032299999999999,1.8032299999999999,1.6785400000000001,1.7073099999999999,1.7073099999999999,1641635
2016-11-04,1.7073099999999999,1.7265,1.6401700000000001,1.68813,1.68813,1156943
2016-11-07,1.7265,1.7648599999999999,1.6785400000000001,1.71691,1.71691,709992
2016-11-08,1.7265,1.7265,1.68813,1.6977200000000001,1.6977200000000001,260956
2016-11-09,1.6114,1.7265,1.56344,1.66895,1.66895,1119306
2016-11-10,1.7073099999999999,1.7073099999999999,1.60181,1.6114,1.6114,471347
2016-11-11,1.6114,1.62099,1.39079,1.40038,1.40038,2566293
2016-11-14,1.40038,1.45793,1.33324,1.36201,1.36201,1260366
2016-11-16,1.3812,1.4099700000000002,1.33324,1.39079,1.39079,829784
2016-11-17,1.4099700000000002,1.4675200000000002,1.39079,1.41956,1.41956,699671
2016-11-18,1.42916,1.44834,1.39079,1.41956,1.41956,280035
2016-11-21,1.42916,1.45793,1.39079,1.39079,1.39079,392946
2016-11-22,1.4099700000000002,1.43875,1.4099700000000002,1.4099700000000002,1.4099700000000002,418593
2016-11-23,1.4099700000000002,1.41956,1.39079,1.41956,1.41956,215500
2016-11-24,1.42916,1.57303,1.41956,1.55385,1.55385,2429821
2016-11-25,1.5250700000000001,1.57303,1.4771100000000001,1.4771100000000001,1.4771100000000001,1753191
2016-11-28,1.48671,1.56344,1.4675200000000002,1.5250700000000001,1.5250700000000001,710618
2016-11-29,1.5250700000000001,1.62099,1.51548,1.54426,1.54426,766187
2016-11-30,1.5826200000000001,1.6114,1.55385,1.5826200000000001,1.5826200000000001,828533
2016-12-01,1.60181,1.6114,1.4771100000000001,1.4771100000000001,1.4771100000000001,868151
2016-12-02,1.45793,1.5250700000000001,1.41956,1.51548,1.51548,454041
2016-12-05,1.5346600000000001,1.6114,1.51548,1.57303,1.57303,761600
2016-12-06,1.57303,1.62099,1.54426,1.56344,1.56344,553189
2016-12-07,1.5826200000000001,1.60181,1.4675200000000002,1.4771100000000001,1.4771100000000001,1392460
2016-12-08,1.50589,1.5250700000000001,1.45793,1.45793,1.45793,482399
2016-12-09,1.4771100000000001,1.50589,1.44834,1.48671,1.48671,480939
2016-12-12,1.4771100000000001,1.4771100000000001,1.40038,1.40038,1.40038,806430
2016-12-13,1.40038,1.48671,1.40038,1.45793,1.45793,692373
2016-12-14,1.45793,1.4771100000000001,1.4099700000000002,1.41956,1.41956,558715
2016-12-15,1.42916,1.44834,1.4099700000000002,1.41956,1.41956,269714
2016-12-16,1.45793,1.48671,1.42916,1.43875,1.43875,516178
2016-12-19,1.43875,1.44834,1.4099700000000002,1.4099700000000002,1.4099700000000002,140330
2016-12-20,1.41956,1.42916,1.39079,1.42916,1.42916,331434
2016-12-21,1.45793,1.45793,1.45793,1.45793,1.45793,171399
2016-12-22,1.45793,1.45793,1.43875,1.44834,1.44834,108532
2016-12-23,1.45793,1.4675200000000002,1.43875,1.44834,1.44834,610426
2016-12-26,1.45793,1.4675200000000002,1.43875,1.43875,1.43875,341964
2016-12-27,1.44834,1.4675200000000002,1.42916,1.42916,1.42916,221547
2016-12-28,1.42916,1.44834,1.42916,1.44834,1.44834,317046
2016-12-29,1.42916,1.4771100000000001,1.42916,1.4771100000000001,1.4771100000000001,1167056
2017-01-02,1.48671,1.5346600000000001,1.44834,1.5250700000000001,1.5250700000000001,441738
