Date,Open,High,Low,Close,Adj Close,Volume
2016-10-04,21.446699,21.696699,21.3067,21.4767,19.630714,2153100
2016-10-05,21.440001000000002,21.74,21.313299,21.530001000000002,19.679436,1180500
2016-10-06,21.389999,21.52,21.2033,21.3333,19.49964,1527600
2016-10-07,21.440001000000002,21.77,20.883301,21.676701,19.813523999999997,2486400
2016-10-10,21.623301,21.870001000000002,21.553301,21.6933,19.828697000000002,1045500
2016-10-11,21.6933,21.6933,21.15,21.219998999999998,19.396076,1215600
2016-10-13,21.1133,21.299999,20.9967,21.1667,19.347361,1480800
2016-10-14,21.129998999999998,21.5933,21.0833,21.313299,19.481358,1299300
2016-10-17,21.223301,21.473301,21.01,21.3633,19.527063000000002,987300
2016-10-18,21.346701,22.0833,21.15,21.99,20.099895,1766100
2016-10-19,21.9133,22.209999,21.4233,21.780001000000002,19.907946,1872000
2016-10-20,21.67,21.879998999999998,21.08,21.643299,19.782992999999998,2012100
2016-10-21,21.643299,21.75,21.389999,21.536699,19.685556,1279500
2016-10-24,21.5333,21.6833,21.27,21.483299,19.636747,1005000
2016-10-25,21.4133,21.526699,20.8867,20.8867,19.091429,1220400
2016-10-26,20.870001000000002,21.213301,20.563299,20.9233,19.124883999999998,1756500
2016-10-27,20.85,21.426701,20.84,21.0667,19.255955,1550400
2016-10-28,20.893299,21.1033,20.5833,20.866699,19.073145,2447100
2016-10-31,20.92,21.4967,20.733299,21.383301,19.545343,1837800
2016-11-01,21.3867,21.483299,20.35,20.653299,18.878088,2179800
2016-11-03,20.4,20.6467,20.0033,20.403299,18.649573999999998,2308200
2016-11-04,20.2633,21.0567,20.24,20.5867,18.817213,2383200
2016-11-07,20.6033,21.106701,20.6033,20.8867,19.091429,1113000
2016-11-08,20.65,21.0,20.65,20.9167,19.118847,1474200
2016-11-09,20.633301,20.936701,20.213301,20.7733,18.987776,1511100
2016-11-10,20.65,20.74,19.379998999999998,20.053301,18.32966,4041600
2016-11-11,19.7367,19.7833,19.0,19.17,17.522282,5927100
2016-11-14,19.0033,19.629998999999998,18.876699,19.3333,17.671543,2751000
2016-11-16,19.6,19.65,19.1467,19.3067,17.647232000000002,2105100
2016-11-17,19.5933,19.5933,18.8167,19.143299,17.497877,2313900
2016-11-18,18.940001000000002,19.6667,18.940001000000002,19.2267,17.574108,1564200
2016-11-21,19.1733,19.506701,19.07,19.4533,17.781233,1628100
2016-11-22,19.5667,19.7033,18.84,19.0233,17.388192999999998,2024400
2016-11-23,19.0567,19.266701,18.629998999999998,19.25,17.595406,1561500
2016-11-24,19.0467,19.2733,18.893299,18.9167,17.290754,642000
2016-11-25,18.889999,19.139999,18.643299,19.126699,17.482702,1255200
2016-11-28,19.110001,19.280001000000002,18.9667,19.186701,17.537546,1268700
2016-11-29,19.040001,19.0933,18.6033,18.6033,17.004292,1472100
2016-11-30,18.766701,19.376699,18.743299,19.376699,17.711214000000002,2526300
2016-12-01,19.0867,19.116699,18.370001000000002,18.6667,17.062244,3165300
2016-12-02,18.3867,18.4767,18.049999,18.3167,16.742325,3128400
2016-12-05,18.48,18.756701,18.243299,18.473301,16.885468,1359600
2016-12-06,18.379998999999998,18.700001,18.25,18.700001,17.092682,1146000
2016-12-07,18.7733,19.139999,18.540001,18.85,17.229785999999997,1822200
2016-12-08,19.129998999999998,19.51,18.733299,19.35,17.686811,2037600
2016-12-09,19.51,19.83,19.27,19.573299,17.890917,3103200
2016-12-12,19.313299,19.700001,19.18,19.34,17.677671,2306100
2016-12-13,19.176701,19.32,19.0333,19.200001,17.549706,2061900
2016-12-14,19.133301,19.4433,18.866699,18.879998999999998,17.257208,1794000
2016-12-15,18.8633,18.9,18.3333,18.8333,17.214523,1523100
2016-12-16,18.903299,19.5133,18.6033,19.1,17.4583,1920000
2016-12-19,19.1,19.33,18.75,18.870001000000002,17.248070000000002,2036700
2016-12-20,18.950001,19.0,18.563299,18.8533,17.232801000000002,1611000
2016-12-21,18.5867,18.5867,18.5867,18.5867,16.989119,1232700
2016-12-22,18.51,19.026699,18.48,19.0033,17.369909,1100700
2016-12-23,19.030001000000002,19.4233,18.950001,19.1733,17.525299,1371600
2016-12-26,19.276699,19.5933,19.17,19.17,17.522282,317400
2016-12-27,19.379998999999998,19.440001000000002,19.116699,19.2167,17.564970000000002,510000
2016-12-28,19.1,19.66,19.1,19.516701,17.839182,747900
2016-12-29,19.4133,19.793301,19.346701,19.793301,18.092009,961800
2017-01-02,19.6033,19.733299,19.469998999999998,19.733299,18.037163,517200
2017-01-03,19.93,20.4667,19.75,20.3967,18.643545,1821600
2017-01-04,20.2033,20.803301,20.2033,20.706699,18.926899,1005600
2017-01-05,20.5833,20.91,20.370001000000002,20.793301,19.006054000000002,1150800
2017-01-06,20.6467,20.969998999999998,20.5133,20.6633,18.887228,1399800
2017-01-09,20.743299,20.93,20.596701,20.76,18.975618,1400100
2017-01-10,20.6633,20.6633,19.983299,20.303301,18.558173999999998,3225900
2017-01-11,20.4333,20.4767,20.0,20.3067,18.561281,17391000
2017-01-12,21.0,21.719998999999998,21.0,21.616699,19.75868,4412400
2017-01-13,21.540001,21.733299,21.266701,21.5467,19.694698000000002,1987500
2017-01-16,21.356701,21.653299,21.3167,21.5,19.652012,1026000
2017-01-17,21.5667,21.5667,21.196699,21.3333,19.49964,2340000
2017-01-18,21.34,21.42,21.006701,21.196699,19.374779,729600
2017-01-19,21.196699,21.299999,20.766701,20.876699,19.082287,1879500
2017-01-20,21.0333,21.4167,20.743299,21.1667,19.347361,1515000
2017-01-23,21.3067,21.346701,20.82,21.186701,19.365643,1875600
2017-01-24,21.223301,21.313299,21.036699,21.200001,19.377798000000002,1636200
2017-01-26,21.2533,21.5667,21.2533,21.346701,19.511889,2409600
